Date,PR,GHI,PR_MA30,Year,Month,Budget_PR,Above_Budget
2019-07-01,69.57567588,3.256608333,,2019,7,73.9,-4.32432412
2019-07-02,79.31441128,3.976766667,,2019,7,73.9,5.414411279999996
2019-07-03,61.02000579,2.811866667,,2019,7,73.9,-12.879994210000007
2019-07-04,83.26257616,3.658408333,,2019,7,73.9,9.362576159999989
2019-07-05,82.12444039,5.590683333,,2019,7,73.9,8.224440389999998
2019-07-06,82.76417228,5.179733333,,2019,7,73.9,8.864172279999991
2019-07-07,69.92450703,4.120733333,,2019,7,73.9,-3.975492970000005
2019-07-08,84.78915116,5.707991667,,2019,7,73.9,10.889151159999997
2019-07-09,79.15239303,6.469825,,2019,7,73.9,5.252393029999993
2019-07-10,69.0858989,5.811891667,,2019,7,73.9,-4.814101100000002
2019-07-11,70.93888623,6.261125,,2019,7,73.9,-2.9611137700000114
2019-07-12,72.4561298,6.404208333,,2019,7,73.9,-1.4438702000000063
2019-07-13,82.22091259,5.996333333,,2019,7,73.9,8.320912589999992
2019-07-14,71.86190426,6.084766667,,2019,7,73.9,-2.038095740000003
2019-07-15,71.17281927,5.092958333,,2019,7,73.9,-2.7271807300000006
2019-07-16,74.83322027,3.32445,,2019,7,73.9,0.9332202699999925
2019-07-17,81.27245261,1.661191667,,2019,7,73.9,7.372452609999996
2019-07-18,62.76812143,3.641041667,,2019,7,73.9,-11.131878570000005
2019-07-19,60.52690499,4.51005,,2019,7,73.9,-13.373095010000007
2019-07-20,76.94910025,4.622266667,,2019,7,73.9,3.049100249999995
2019-07-21,65.36504375,4.940125,,2019,7,73.9,-8.534956250000008
2019-07-22,60.24257169,5.558991667,,2019,7,73.9,-13.657428310000007
2019-07-23,79.32111993,5.547308333,,2019,7,73.9,5.421119929999989
2019-07-24,75.44610622,6.427508333,,2019,7,73.9,1.5461062199999986
2019-07-25,76.36421888,3.8688,,2019,7,73.9,2.46421887999999
2019-07-26,70.66236611,6.74835,,2019,7,73.9,-3.237633890000012
2019-07-27,61.16419358,4.966391667,,2019,7,73.9,-12.735806420000003
2019-07-28,68.92173916,3.974058333,,2019,7,73.9,-4.978260840000004
2019-07-29,76.29448028,4.118708333,,2019,7,73.9,2.3944802799999962
2019-07-30,78.96251489,5.475133333,73.291934603,2019,7,73.9,5.0625148899999886
2019-07-31,83.30060519,5.032158333,73.74943224666667,2019,7,73.9,9.400605189999993
2019-08-01,63.13507679,4.860941667,73.210121097,2019,8,73.9,-10.764923210000006
2019-08-02,79.00013668,3.657125,73.80945879333333,2019,8,73.9,5.100136679999991
2019-08-03,67.11638614,3.925425,73.27125245933334,2019,8,73.9,-6.783613860000003
2019-08-04,78.09573286,4.879466667,73.13696220833334,2019,8,73.9,4.195732859999993
2019-08-05,82.72169284,4.471466667,73.135546227,2019,8,73.9,8.821692839999997
2019-08-06,81.31577325,2.410733333,73.51525510100001,2019,8,73.9,7.415773250000001
2019-08-07,77.85296729,2.326983333,73.284048972,2019,8,73.9,3.9529672899999895
2019-08-08,72.92912895,3.530166667,73.07660683600001,2019,8,73.9,-0.9708710499999995
2019-08-09,76.33996613,3.053108333,73.31840907700001,2019,8,73.9,2.4399661299999877
2019-08-10,76.52966533,3.532608333,73.50476838033333,2019,8,73.9,2.6296653299999946
2019-08-11,74.37988669,4.233616667,73.56889361,2019,8,73.9,0.4798866900000007
2019-08-12,60.66216854,4.935833333,72.85026880833334,2019,8,73.9,-13.237831460000002
2019-08-13,81.58867858,6.107708333,73.17449461899999,2019,8,73.9,7.688678580000001
2019-08-14,65.42674584,5.945841667,72.982958838,2019,8,73.9,-8.47325416000001
2019-08-15,67.91924654,5.121266667,72.752493047,2019,8,73.9,-5.9807534600000025
2019-08-16,65.22271942,5.110308333,72.21750194066666,2019,8,73.9,-8.677280580000001
2019-08-17,81.27025628,4.57005,72.834239769,2019,8,73.9,7.370256279999992
2019-08-18,62.1202638,5.784266667,72.88735172933335,2019,8,73.9,-11.77973620000001
2019-08-19,73.38961958,6.238091667,72.76870237366666,2019,8,73.9,-0.5103804200000042
2019-08-20,79.89516234,4.469258333,73.25303966,2019,8,73.9,5.995162339999993
2019-08-21,79.63740059,4.319041667,73.89953395666666,2019,8,73.9,5.737400589999993
2019-08-22,63.4100524,4.894641667,73.36916503900001,2019,8,73.9,-10.489947600000008
2019-08-23,61.57263172,6.059475,72.906715889,2019,8,73.9,-12.327368280000009
2019-08-24,67.21930321,5.11375,72.60188536666666,2019,8,73.9,-6.680696789999999
2019-08-25,63.19590068,5.133858333,72.35300318566668,2019,8,73.9,-10.704099320000005
2019-08-26,66.3089646,4.25785,72.524495553,2019,8,73.9,-7.59103540000001
2019-08-27,60.72209595,6.652741667,72.25117411266666,2019,8,73.9,-13.177904050000002
2019-08-28,63.08059253,5.018358333,71.81071118766667,2019,8,73.9,-10.819407470000009
2019-08-29,71.60160175,2.875591667,71.56534741633332,2019,8,73.9,-2.2983982500000053
2019-08-30,63.56445765,3.195216667,70.90747583166667,2019,8,73.9,-10.335542350000004
2019-08-31,77.71123097,6.1398,71.39334763766666,2019,8,73.9,3.811230969999997
2019-09-01,62.14144711,4.582075,70.83139131866666,2019,9,73.9,-11.758552890000004
2019-09-02,68.21678227,2.78235,70.86807118966665,2019,9,73.9,-5.68321773000001
2019-09-03,66.44978731,2.914716667,70.47987300466667,2019,9,73.9,-7.450212690000001
2019-09-04,73.52279742,2.924125,70.17324315733335,2019,9,73.9,-0.3772025800000023
2019-09-05,65.59199065,4.055225,69.64911707066666,2019,9,73.9,-8.308009350000006
2019-09-06,66.40701216,5.574541667,69.267585233,2019,9,73.9,-7.492987840000012
2019-09-07,71.92436714,2.775916667,69.23409317266666,2019,9,73.9,-1.9756328600000046
2019-09-08,84.64357472,4.570908333,69.51088012566667,2019,9,73.9,10.743574719999998
2019-09-09,75.98908476,4.864208333,69.49286077333333,2019,9,73.9,2.0890847599999915
2019-09-10,72.42388865,5.792425,69.42766083866667,2019,9,73.9,-1.4761113500000107
2019-09-11,84.22859566,5.639958333,70.21320840933332,2019,9,73.9,10.32859565999999
2019-09-12,81.54786406,6.476283333,70.21184792533333,2019,9,73.9,7.647864059999989
2019-09-13,80.21786497,2.53245,70.70488522966666,2019,9,73.9,6.317864969999988
2019-09-14,63.96117672,2.974508333,70.572949569,2019,9,73.9,-9.938823280000008
2019-09-15,69.29612483,2.552158333,70.70872974933333,2019,9,73.9,-4.603875170000009
2019-09-16,63.65162517,1.98435,70.12144204566667,2019,9,73.9,-10.248374830000003
2019-09-17,61.67436516,2.967916667,70.10657875766667,2019,9,73.9,-12.225634840000005
2019-09-18,71.47531581,1.494691667,70.04276863199999,2019,9,73.9,-2.424684190000008
2019-09-19,72.71470361,4.91405,69.80342000766667,2019,9,73.9,-1.1852963900000049
2019-09-20,76.01707319,3.92075,69.68274242766667,2019,9,73.9,2.1170731899999993
2019-09-21,82.28355411,4.271341667,70.31185915133332,2019,9,73.9,8.383554109999992
2019-09-22,72.49029611,3.994125,70.67578129766666,2019,9,73.9,-1.409703890000003
2019-09-23,76.80468408,4.478916667,70.99529399333333,2019,9,73.9,2.9046840799999956
2019-09-24,65.94358811,5.927058333,71.08688357433333,2019,9,73.9,-7.9564118900000125
2019-09-25,77.5996692,5.151191667,71.46324039433333,2019,9,73.9,3.6996691999999882
2019-09-26,78.68319327,4.275775,72.06194363833333,2019,9,73.9,4.783193269999998
2019-09-27,80.31828879,5.9795,72.63653351366665,2019,9,73.9,6.418288789999991
2019-09-28,82.97936701,5.166,73.01579235566668,2019,9,73.9,9.079367009999999
